x,y,z
0.0,1.0,0.0
-0.03297613459137541,0.9989994997498749,0.030208840542317875
0.005527903753283306,0.9979989994997499,-0.06298761209628906
0.047105871390981394,0.9969984992496248,0.061441267682985065
-0.08800929309792262,0.9959979989994997,-0.01556760474178962
0.08429101663021066,0.9949974987493747,-0.053619045104641425
-0.028402617553531316,0.9939969984992496,0.10565632158366418
-0.05445330146821216,0.9929964982491246,-0.10484651841710471
0.11860745681318423,0.9919959979989995,0.04331525299796317
-0.12376542916773586,0.9909954977488744,0.05108856999747415
0.05980571362786129,0.9899949974987494,-0.12780133624071932
0.04427973744942269,0.9889944972486243,0.1411707804871498
-0.1336684449587886,0.9879939969984992,-0.07746359607731113
0.15701057895015444,0.9869934967483742,-0.034518335332897526
-0.09592395259280954,0.9859929964982491,0.13644195166947773
-0.022180581092189827,0.984992496248124,-0.17116601344105134
0.1362701306476257,0.983991995997999,0.11484861037536709
-0.18349425217415902,0.9829914957478739,0.007588063415895753
0.13391752769632273,0.9819909954977488,-0.1332658265912342
-0.008963717366731688,0.9809904952476238,0.19384865231615908
-0.1275310746407113,0.9799899949974987,-0.1528248497653039
0.20208964700581764,0.9789894947473737,0.02719087617834091
-0.17127741116261913,0.9779889944972486,0.11917036153210135
0.04681362270196137,0.9769884942471235,-0.20809124642391055
0.1082980873646874,0.9759879939969985,0.18899460269241902
-0.21174523827003994,0.9749874937468734,-0.06755250629809749
0.20570902929088183,0.9739869934967483,-0.09504278913925188
-0.08912685104806588,0.9729864932466233,0.2129640542013945
-0.07954941180256536,0.9719859929964982,-0.2211676298658489
0.2116827830211567,0.9709854927463731,0.11125453810295058
-0.2351330567359019,0.9699849924962481,0.06198031915120003
0.13365265288314446,0.968984492246123,-0.20786058347801503
0.042515440711000066,0.967983991995998,0.24738518254059005
-0.20148163598582206,0.966983491745873,-0.15603870369698644
0.25772264360134306,0.9659829914957478,-0.021351794211753296
-0.1781322228978054,0.9649824912456229,0.1925557133789544
0.0012974632729942774,0.9639819909954978,-0.2659643540503339
0.18111841897657538,0.9629814907453726,0.19965662220233396
-0.27195094145733634,0.9619809904952477,-0.025204352129159342
0.22034121023649525,0.9609804902451226,-0.16723112282036667
-0.050127680941262166,0.9599799899949975,0.27554606586314306
-0.1509806174694331,0.9589794897448725,-0.23992330315584753
0.27663759214480743,0.9579789894947474,0.07581489496758527
-0.2581503739609092,0.9569784892446223,0.13247850975506623
0.10200411715724422,0.9559779889944973,-0.27513859169699934
0.11186036253815584,0.9549774887443722,0.274782196083234
-0.27098815423482553,0.9539769884942472,-0.1284263434340844
0.28959294381837697,0.9529764882441221,-0.08928459970513952
-0.15480775839747693,0.951975987993997,0.26415199454632515
-0.06493118775681583,0.950975487743872,-0.30237321734372224
0.25462284252082934,0.9499749874937469,0.1808721404829069
-0.31293196406901935,0.9489744872436218,0.03900010800768529
0.2063433275817807,0.9479739869934968,-0.24242060792377274
0.011709634383070265,0.9469734867433717,0.3210982713558515
-0.22759231428667437,0.9459729864932467,-0.23094771551735113
0.32672300848292773,0.9449724862431216,0.01670556707682037
-0.2544167628552311,0.9439719859929965,0.21021179899973078
0.045996499724532784,0.9429714857428715,-0.3296802983027233
0.1903791792734176,0.9419709854927464,0.27648947645254796
-0.32986880144482594,0.9409704852426213,-0.07590204039167793
0.2969148530246887,0.9399699849924963,-0.16822008609715372
-0.1061512665390171,0.9389694847423712,0.3272127982442137
-0.14388467067815933,0.9379689844922461,-0.31545425290273427
0.321663055853428,0.9369684842421211,0.13646588597908474
-0.3318836831146944,0.935967983991996,0.11754639009422535
0.16656274783644812,0.9349674837418709,-0.31319747026207956
0.08940058103851198,0.9339669834917459,0.34599596797839327
-0.3018214752088982,0.9329664832416208,-0.19615641271823617
0.3576027865620314,0.9319659829914957,-0.05966283256572194
-0.22496175954209885,0.9309654827413707,0.2875682122346794
-0.02856717065943425,0.9299649824912456,-0.3665365576590854
0.2704984583871581,0.9289644822411206,0.25269660612018036
-0.37265215434072085,0.9279639819909955,-0.0036359307797193645
0.2790843204338603,0.9269634817408704,-0.25070031034446966
-0.03668169628608406,0.9259629814907454,0.3758284316897073
-0.22828862596301555,0.9249624812406203,-0.3038563995592549
0.3759695529796901,0.9239619809904952,0.07029333479336251
-0.3267549934207248,0.9229614807403702,0.2034042264658368
0.10418444615562168,0.9219609804902451,-0.3730061013344317
0.17621286465646135,0.9209604802401201,0.34753535095792903
-0.3668959657727357,0.919959979989995,-0.13806152801015772
0.3659681668903681,0.9189594797398699,-0.14690396665553782
-0.1716265617868,0.9179589794897449,0.3576249925038626
-0.11568915669912681,0.9169584792396198,-0.3818418080472705
0.3452073943713797,0.9159579789894947,0.2045796558722374
-0.3949643991947826,0.9149574787393697,0.08280057649316341
0.23662172333299475,0.9139569784892446,-0.32968591343540016
0.048489012473489496,0.9129564782391195,0.40516574942925504
-0.31113173381817477,0.9119559779889945,-0.26745717119088985
0.41229910150606774,0.9109554777388694,-0.013021846061038655
-0.2967965780341242,0.9099549774887443,0.289644144098742
0.023319156387458694,0.9089544772386193,-0.4162426879276626
